;Unnamed: 0;NamaSPPG;Alamat;Tanggal Opsnal;Provinsi;wilayah;Nama Kepala;Nama Yayasan;Latitude;Longitude
127;127;SPPG Aceh Selatan Labuhan Haji Barat Pante Geulima;Jl. Nasional Pante Geulima Desa Pante Geulima, Kecamatan Labuhan Haji Barat, Kabupaten Aceh Selatan, Aceh;15-09-2025;ACEH;Wilayah I;M. Amar Akbar;;3.59232;96.95708
128;128;SPPG Aceh Selatan Labuhan Haji Timur Sawang Indah;Jl. Sawang Indah, Desa Sawang Indah, Kecamatan Labuhan Haji Timur, Kabupaten Aceh Selatan, Aceh;15-09-2025;ACEH;Wilayah I;Azizul Napis;;3.53042;97.01347
130;130;SPPG Aceh Besar Indrapuri Sinyeu;Jl. Banda Aceh Medan Desa Sinyeu Kec. Indrapuri Kab. Aceh Besar Provinsi Aceh;15-09-2025;ACEH;Wilayah I;Ferdiansyah;;5.41049;95.44758
131;131;SPPG Bireuen Kuala Lancok-lancok;Jl. Ulee Gajah, Desa Lancok Lancok, Kec. Kuala, Kab. Bireuen, Aceh;15-10-2025;ACEH;Wilayah I;Reza Fahlevi;;5.23316;96.73161
132;132;SPPG Aceh Tamiang Bendahara Matang Tepah;Jl Lintas Medan Banda Aceh, Desa Matang Teupah, Kecamatan Bendahara, Kabupaten Aceh Tamiang, Provinsi Aceh;16-08-2025;ACEH;Wilayah I;Dea Alfionika;;4.3996;98.07408
133;133;SPPG Aceh Jaya Krueng Sabee Dayah Baro;Jl. Gerbang Raja, Dayah Baro, Krueng Sabee, Kab. Aceh Jaya, Aceh;16-09-2025;ACEH;Wilayah I;Yusrijal;;4.61098;95.63277
134;134;SPPG Bireuen Gandapura Keude Lapang;Jl. Medan Banda Aceh, Desa Keude Lapang, Kecamatan Gandapura, Kabupaten Bireuen, Provinsi Aceh;16-09-2025;ACEH;Wilayah I;Afdhal;;5.23426;96.8936
135;135;SPPG Aceh Selatan Kluet Selatan Geulumbuk;Jl. Nasional Tapak Tuan Subulussalam, Desa Geulumbuk, Kecamatan Kluet Selatan, Kabupaten Aceh Selatan, Aceh;16-09-2025;ACEH;Wilayah I;Reza Fahrevi;;3.01764;97.34948
136;136;SPPG Kota Banda Aceh Jaya Baru Lamteumen Timur;Jl. Al Ikhlas No. 16 Desa Lamteumen Timur Kec. Jaya Baru Kota Banda Aceh 23230, Lamteumen Timur, Jaya Baru, Kota Banda Aceh, Aceh;16-09-2025;ACEH;Wilayah I;Geubri Raseuki Ananda;;5.54125;95.30731
137;137;SPPG Pidie Kota Sigli Kramat Luar;Keramat Luar, Kecamatan Kota Sigli, Kabupaten Pidie, Aceh;16-10-2025;ACEH;Wilayah I;Vicko Dwi Aldilais;;5.38731;95.95978
138;138;SPPG Pidie Jaya Bandar Dua Meuko Buloh;Gampong Meugit Sagoe Jl. Medan Banda Aceh, Muko Buloh;17-02-2025;ACEH;Wilayah I;Aula Khirum Madani;Yayasan Nasabe Pangan Bergizi;4.97403;97.72999
139;139;SPPG Aceh Jaya Krueng Sabee Kabong;Jl. Lintas Banda Aceh - Meulaboh Desa Kabong, Krueng Sabeh Aceh Jaya ;17-02-2025;ACEH;Wilayah I;Rivaf Fandrozi;Yayasan Atjeh Makmu Beusare;4.61585;95.61797
140;140;SPPG Kota Lhokseumawe Banda Sakti Hagu Teungoh;Jln. Listrik Sp. Besi Tua No. 5- 6 Desa Hagu Teungoh;17-02-2025;ACEH;Wilayah I;Zharifa Nazhira;Yayasan Nasabe Pangan Bergizi;5.19787;97.14088
144;144;SPPG Aceh Barat Daya Susoh Kepala Bandar;Jl. Tgk.  Alian. Kepala Bandar. Kecamatan Susoh. Kabupaten Aceh Barat Daya;17-02-2025;ACEH;Wilayah I;Muhammad Hidayat, S.Sos;Yayasan Ar Ruhul Jadid Aceh;3.73304;96.83721
145;145;SPPG Bireuen Peudada Meunasah Pulo;Jl. Medan-Banda Aceh, Desa Puloh, Mns. Puloh, Kec. Peudada, Kab. Bireuen, Prov. Aceh;17-02-2025;ACEH;Wilayah I;Mustafa Kamal, S. IP;Yayasan Nasabe Pangan Bergizi;5.1914;96.62993
146;146;SPPG Bener Meriah Bukit Babussalam;Jalan Bandara Rembele No.10 Babussalam, Desa Bale Atu Kec. Bukit Kab. Bener Meriah;17-02-2025;ACEH;Wilayah I;Ira Nurliza, S.H., M.H;Yayasan Nasabe Pangan Bergizi;4.72545;96.86973
149;149;SPPG Gayo Lues Blangkejeren Kute Lintang;Jln. Lintas Takengon - Blangkejeren Kel. Kute lintang Kec. Blangkejeren Kab. Gayo Lues;17-02-2025;ACEH;Wilayah I;Verdy Ananda;Yayasan Pijar Kawasan;3.99683;97.34114
150;150;SPPG Aceh Barat Meureubo Langung;Desa Langung Meurebo, Aceh Barat;17-03-2025;ACEH;Wilayah I;Rima Kartika;Yayasan Pemuda Santri Aceh Barat;4.14028;96.16114
151;151;SPPG Bener Meriah Bandar Purwosari;Jl. Jemu Hardjo, Kp. Purwosari, Bandar, Bener Meriah;17-03-2025;ACEH;Wilayah I;Nove Elita Fany;Yayasan Bebesen Gayo Bergizi Nusantara;4.75109;96.91064
152;152;SPPG Aceh Tenggara Bambel Biak Muli Pantai Raja;Desa Biak Muli Pantai;17-03-2025;ACEH;Wilayah I;Karmila Susanti;Yayasan Alfaruqul Faqih Al Aziziyah;5.64264;102.74236
153;153;SPPG Kota Lhokseumawe Muara Dua Meunasah Alue;Jl. Pesantren Babul Huda Aceh Dusun Lhoh kumbang Desa Meunasah Alue;17-03-2025;ACEH;Wilayah I;Dwiki Fadilah;Yayasan Babul Huda Aceh Indonesia;5.13225;97.44377
154;154;SPPG Pidie Jaya Bandar Baru Keude Lueng Putu;Jl. Rel Desa Meunasayah Keudeu Bandar Baru Pidie Jaya;17-03-2025;ACEH;Wilayah I;Muhammad Ahlul Udzri;Yayasan Bustanul Fakri Aceh;5.25535;96.06155
155;155;SPPG Aceh Selatan Meukek Tanjung Harapan;Desa Tanjung Harapan;17-03-2025;ACEH;Wilayah I;Rizwan Despra Mayusra;Yayasan Berkah Cahaya;-4.8403;104.8874
156;156;SPPG Kota Sabang Sukajaya Ie Meulee;Desa Ie Meulee Suka Jaya Kota Sabang;17-03-2025;ACEH;Wilayah I;Tri Kirana Putri;Yayasan Kurnia Cahaya Permata;5.8963;95.33329
157;157;SPPG Kota Banda Aceh Meuraxa Lamjabat;Jl. Pendidikan Desa Lamjabat Meuraxa Kota Banda Aceh;17-03-2025;ACEH;Wilayah I;Krisdayanti;Yayasan Kurnia Cahaya Permata;5.54761;95.29379
158;158;SPPG Kota Langsa Langsa Barat Matang Seulimeng;Desa Matang Seulimeng Langsa Barat Kota Langsa;17-03-2025;ACEH;Wilayah I;Zalfiana Syania;Yayasan Makmur Maju Bersama;4.48378;97.97257
159;159;SPPG Aceh Tamiang Manyak Payed Tualang Baro 1;Jl. Banda Aceh 0 Medan Ds Tualang Cut Manyak Payed Aceh Tamiang;17-03-2025;ACEH;Wilayah I;Maulinda Agustin;Yayasan Makmur Maju Bersama;4.3996;98.07408
160;160;SPPG Kota Banda Aceh Bada Raya Lamlagang;Jl. Seulanga Jurong Panglima Nyak Raja No. 318 Desa Lamlagang Banda Raya Kota Banda Aceh;17-03-2025;ACEH;Wilayah I;Nadia Maulida;Yayasan Makmur Maju Bersama;5.53246;95.31327
161;161;SPPG Aceh Besar Ingin Jaya Lampreh Lamteungoh;Jl. Banda Aceh - Medan Desa Lampreh Ingin Jaya Aceh Besar;17-03-2025;ACEH;Wilayah I;Deta Pristihayati;Yayasan Kurnia Jaya Abadi;5.50642;95.35958
162;162;SPPG Pidie Kota Sigli Blang Paseh;JALAN LINGKAR BLANG PASEH, KOMPLEK PERUMDA NO.12 ;17-03-2025;ACEH;Wilayah I;M. AZIS RIZKAN ;Yayasan Cahaya Semesta Bersama;5.37789;95.97004
163;163;SPPG Aceh Timur Julok Blang Pauh Satu;Jl. Alue Ie Mirah Desa Blang Paoh Julok Aceh Timur;17-03-2025;ACEH;Wilayah I;Putri Riza Ummami;Yayasan Nasabe Pangan Bergizi;4.9186;97.59259
164;164;SPPG Aceh Tengah Kebayakan Lot Kala;jln. Putri Pukes, Kp. Lut Kala, Kebayakan;17-03-2025;ACEH;Wilayah I;Agus Rianda;Yayasan Bebesen Gayo Bergizi Nusantara;4.64109;96.88317
165;165;SPPG Polda Aceh;Jl. Sultan Iskandar Muda No. 1-3, Desa Lambung, Kec. Meuraxa, Kota Banda Aceh;17-07-2025;ACEH;Wilayah I;ERMADINI HARISA;Yayasan Kemala Bhayangkari;5.5526;95.30241
166;166;SPPG Aceh Tengah Pegasing Simpang Kelaping 1;Jl. Jalur Dua Sp. Kelaping - Lukup Badak, Simpang Kelaping, Pegasing, Kab. Aceh Tengah, Aceh;17-09-2025;ACEH;Wilayah I;Naufal Darmawan;;4.59046;96.80465
167;167;SPPG Kota Langsa Langsa Baro Paya Bujok Tunong 3;Jl. Nuruddin Ar Raniry Kecamatan Langsa Baro, Kota Langsa, Paya Bujok Tunong, Aceh;17-09-2025;ACEH;Wilayah I;MUHAMMAD LUTHFI;;4.47658;97.95129
168;168;SPPG Pidie Kembang Tanjong Geuleumpang;Jl. Sigli Kembang Tanjong Gp. Geulumpang Kec. Kembang Tanjong Kab. Pidie, Geulumpang, Kembang Tanjong, Kab. Pidie, Aceh;17-09-2025;ACEH;Wilayah I;Agussalim,S.H.;;5.30411;96.01459
169;169;SPPG Aceh Besar Ingin Jaya Pasie Lamgarot;Jl. Bandara Sultan Iskandar Muda, Pasie Lamgarot, Kec. Ingin Jaya, Kab. Aceh Besar, Aceh;17-10-2025;ACEH;Wilayah I;Andi Maulana;;5.51224;95.37137
171;171;SPPG Kota Banda Aceh Lueng Bata Lueng Bata;Jl. T. Mahmud Desa Lueng Bata Kec. Lueng Bata Kota Banda Aceh, Aceh;17-10-2025;ACEH;Wilayah I;M. Jamri;;5.54079;95.33707
172;172;SPPG Aceh Utara Baktiya Keude Panteu Breuh;Jl. Medan-Banda Aceh, Simpang Keude Pante Breuh, Desa Keude Pante Breuh, Kecamatan Baktiya, Kabupaten Aceh Utara, Aceh;18-08-2025;ACEH;Wilayah I;Zunuwanis;;5.1283;97.38374
173;173;SPPG Aceh Utara Lhoksukon Ceubrek;Desa Ceubrek , Kec. Lhoksukon, Kab. Aceh Utara. Aceh;18-08-2025;ACEH;Wilayah I;Muhammad Iqbal ;;5.07339;97.34257
174;174;SPPG Aceh Besar Kuta Baro Cucum;Jalan Blang Bintang Lama No.2 Cucum, Kecamatan Kuta Baro, Kabupaten Aceh Besar, Provinsi Aceh.;18-08-2025;ACEH;Wilayah I;Alpianda Kenusi;;5.54903;95.39492
175;175;SPPG Aceh Besar Ingin Jaya Lubok Gapuy;Desa Lubok Gapuy Kecamatan Ingin Jaya Kabupaten Aceh Besar;18-08-2025;ACEH;Wilayah I;Asyraf Rahman Safraini, S.Si;;5.49499;95.38093
176;176;SPPG Pidie Jaya Trienggadeng Mesjid Trienggadeng;Jln Banda Aceh - Medan Trieng Gadeng Kec. Mesjid Trieng Gadeng Kab. Pidie Jaya Prov. Aceh;18-08-2025;ACEH;Wilayah I;Suriyadi;;5.25245;96.19257
177;177;SPPG Kota Langsa Langsa Baro Geudubang Aceh;Jln. Lilawangsa Gg. BTN Abri Desa Geudubang Aceh Kecamatan Langsa Baro Kota Langsa Provinsi Aceh;18-08-2025;ACEH;Wilayah I;Fahrul Ravi;;4.46877;97.93798
178;178;SPPG Aceh Timur Peudawa Paya Bili Sa;Dusun Pemuda, Desa Paya Bili sa, Kec. Peudawa, Kab. Aceh Timur, Aceh;18-08-2025;ACEH;Wilayah I;Rauzatul Jannah;;4.89665;97.84696
179;179;SPPG Kota Lhokseumawe Muara Satu Blang Pulo 2;Jl. Banda Aceh Medan, Blang Pulo, Kecamatan Muara Satu, Kota Lhokseumawe, Aceh;18-09-2025;ACEH;Wilayah I;Achmad Alkindi;;5.2112;97.06904
180;180;SPPG Kota Banda Aceh Baiturrahman Neusu Jaya;Jl. Nyak Adam Kamil II No.15-16, Neusu Jaya, Baiturrahman Banda Aceh, Kota Banda Aceh, Aceh;18-09-2025;ACEH;Wilayah I;Multazammullah;;5.54567;95.31849
181;181;SPPG Aceh Besar Darussalam Siem;Jl.Tgk Glee Iniem, Gampong Siem, Siem, Darussalam, Kab. Aceh Besar, Aceh;18-09-2025;ACEH;Wilayah I;Irfan Fadila;;5.56903;95.38061
182;182;SPPG Kota Banda Aceh Kuta Alam Lamdingin;Jl. Anggrek Desa Lamdingin Kec. Kuta Alam Kota Banda Aceh 23127;18-09-2025;ACEH;Wilayah I;Faizil Moviza;;5.57474;95.32873
183;183;SPPG Kota Banda Aceh Banda Raya Lamlagang 2;Jl. Malikul Saleh Desa Lamlagang Kec. Banda Raya Kota Banda Aceh Provinsi Aceh 23239;18-09-2025;ACEH;Wilayah I;M Aprianda Bustami;;5.53372;95.31667
184;184;SPPG Kota Langsa Langsa Barat Pb. Beuramo;Jl. Tm Bahrum Desa Paya Bujok Beuramo Kec. Langsa Barat Kota Langsa, Aceh;18-09-2025;ACEH;Wilayah I;Ahmad Mursal;;4.48958;97.95569
185;185;SPPG Pidie Jaya Bandar Dua Ulee Gle;Jl. Raya Medan Banda Aceh, Desa Ulee Gle, Kecamatan Bandar Dua, Kabupaten Pidie Jaya, Provinsi Aceh, Ulee Gle, Bandar Dua, Kab. Pidie Jaya, Aceh;18-09-2025;ACEH;Wilayah I;Azanul Fajri;;5.19717;96.32003
186;186;SPPG Aceh Singkil Suro Makmur Siompin;Desa Bulu Sema, Kecamatan Suro Makmur, Siompin, Kab. Aceh Singkil, Aceh;18-09-2025;ACEH;Wilayah I;Ramolo Berutu S.I.Kom;;2.51332;98.03208
187;187;SPPG Pidie Jaya Bandar Dua Keude Ulee Gle 2;Jl. Mesjd Tuha Desa Keude Ulee Gle Kec. Bandar Dua Kab. Pidie Jaya, Aceh;18-10-2025;ACEH;Wilayah I;Mulyasir;;5.19837;96.31742
188;188;SPPG Pidie Pidie Lhok Keutapang;Jl. Banda Aceh Medan Desa Lhok Keutapang Kec. Pidie Kab. Pidie, Aceh;18-10-2025;ACEH;Wilayah I;Muhammad Siddiq;;5.37927;95.93644
190;190;SPPG Aceh Tengah Bebesen Nunang Antara;Jl. Nunang Antara, No.24d, Bebesen, Aceh Tengah;19-08-2025;ACEH;Wilayah I;Ilham Gemasih;;4.63133;96.85248
191;191;SPPG Kota Langsa Langsa Timur Buket Meutuah;JL. MEDAN - BANDA ACEH KM. 10, BUKET MEUTUAH, LANGSA TIMUR, KOTA LANGSA, ACEH;19-08-2025;ACEH;Wilayah I;Alfin Nouval;;4.45248;98.01595
192;192;SPPG Kota Banda Aceh Kuta Alam Mulia;Jl. Sisingamangaraja No. 212 Desa Mulia Kec. Kuta Alam Kota Banda Aceh, MULIA, KUTA ALAM, KOTA BANDA ACEH, ACEH;19-08-2025;ACEH;Wilayah I;Putra Fayyed Hayyan;;5.56922;95.3212
193;193;SPPG Aceh Besar Kuta Malaka Lam Ara Cut;Jalan Banda Aceh - Medan KM 19, LAM ARA CUT, KUTA MALAKA, KAB. ACEH BESAR, ACEH;19-08-2025;ACEH;Wilayah I;Baihaqi;;5.44029;95.40251
196;196;SPPG Kota Banda Aceh Kuta Alam Keuramat;Jl. Nuri No. 14 Gp. Keuramat Kec. Kuta Alam Kota Banda Aceh, Keuramat, Kuta Alam, Kota Banda Aceh, Aceh;19-08-2025;ACEH;Wilayah I;Husnil A`Syuri;;5.56265;95.32701
198;198;SPPG Aceh Utara Paya Bakong Mampree;Jl. Medan Banda Aceh, Gp Mampree, Mampree, Paya Bakong, Kab. Aceh Utara, Aceh;19-09-2025;ACEH;Wilayah I;Bukhari;;5.08716;97.29957
199;199;SPPG Kota Banda Aceh Banda Raya Lam Ara;Jl. Wedana Lr. Nekku No 21 Desa Lam Ara Kecamatan Banda Raya Kota Banda Aceh., Lam Ara, Banda Raya, Kota Banda Aceh, Aceh;19-09-2025;ACEH;Wilayah I;Aulia Rahmad;;5.52561;95.31869
200;200;SPPG Kota Subulussalam Penanggalan Lae Bersih;Jl. Lae Bettar, Lae Bersih Kec. Penanggalan Kota Subulussalam  Aceh;19-09-2025;ACEH;Wilayah I;Ridwansyah Harahap;;2.64392;98.03315
201;201;SPPG Aceh Utara T. Jambo Aye Meunasah Panton Labu;Jl. Jambo Aye No 15 A, Meunasah Panton Labu, T. Jambo Aye, Kab. Aceh Utara, Aceh;19-09-2025;ACEH;Wilayah I;Ghufran;;5.11658;97.46009
203;203;SPPG Kota Banda Aceh Baiturrahman Neusu Jaya 2;Jl. Teuku Umar Lrg. Sibayak, Seutui, Kec. Baiturrahman, Kota Banda Aceh, Aceh 23243;19-09-2025;ACEH;Wilayah I;Danindra Risky;;5.54266;95.31243
204;204;SPPG Aceh Besar Darul Imarah Garot;Jl. Ajun Garot Darul Imarah Kabupaten Aceh Besar Aceh, Kab. Aceh Besar, Aceh;19-09-2025;ACEH;Wilayah I;Muhammad Nurfadli;;5.52204;95.29347
205;205;SPPG Pidie Peukan Baro Dua Paya;Mee Lampoih Saka, Desa dua paya;20-02-2025;ACEH;Wilayah I;Teuku Fatahillah,S.Kep;Yayasan Nasabe Pangan Bergizi;5.30932;95.96332
206;206;SPPG Aceh Besar Peukan Bada Ajuen;Komplek Pu Ajuen Lr. X Dusun Teungku Malem Desa Ajuen Kec. Peukan Bada Kab. Aceh Besar, Ajuen, Peukan Bada, Kab. Aceh Besar, Aceh;20-09-2025;ACEH;Wilayah I;Junanda Syahputra;;5.53004;95.28869
207;207;SPPG Aceh Tamiang Manyak Payed Buket Panyang Dua;Jalan Nasional Lintas Medan-Banda Aceh, Desa Buket Panyang Dua, Kecamatan Manyak Payed, Kabupaten Aceh Tamiang, Aceh;21-07-2025;ACEH;Wilayah I;Dilla Rama Dhani;Yayasan Berkah Negeri Berseri;4.40572;98.03818
208;208;SPPG Aceh Tamiang Karang Baru Tanah Terban 1;Desa Tanah Terban Kec. Karang Baru Kab. Aceh Tamiang Prov.Aceh;21-07-2025;ACEH;Wilayah I;Ns. Hendriansyah, S. Kep;Yayasan Cemerlang Gayo Indonesia;4.30694;98.055
209;209;SPPG Aceh Tengah Silih Nara Burni Bius Baru;Jl. Takengon-Angkup, Desa Burni Bius Baru, Simpang PLTA Peusangan;21-07-2025;ACEH;Wilayah I;Vanessa Yudha Azizul Ilmi;Yayasan Bebesen Gayo Bergizi Nusantara;4.60676;96.7439
210;210;SPPG Kota Langsa Langsa Baro Paya Bujok Tunong;Jl. Lilawangsa, Gampong Paya Bujok Tunong, Kecamatan Langsa Baro, Kota Langsa, Provinsi Aceh;21-07-2025;ACEH;Wilayah I;Vitra Yuqadhirza. S.Sos;Yayasan Asan Ahsan Perkasa;4.4736;97.95495
211;211;SPPG Aceh Selatan Kluet Utara Jambo Manyang;Jl. Tapaktuan-Subulussalam. Jambo Manyang, Kluet Utara Aceh Selatan;21-07-2025;ACEH;Wilayah I;Rhiyal Al Qadri,S.T;Yayasan Sulvi Yana Sehat;3.09645;97.32608
212;212;SPPG Aceh Utara Lhoksukon Meunasah Tutong;Jl. Medan- Banda Aceh dusun Damai, Meunasah Tutong, Lhoksukon, Kab. Aceh Utara. Aceh;21-07-2025;ACEH;Wilayah I;Rena Fajarna ;Yayasan Indo Global Sejahtera;5.05353;97.31434
213;213;SPPG Aceh Singkil Singkil Pulo Sarok;Jl.Bahari, Desa Pulo Sarok, Kec Singkil, Kab Aceh Singkil ,Aceh;21-07-2025;ACEH;Wilayah I;Aldeah Cherlita ;"Yayasan Darul Mahabbah&nbsp;Aceh&nbsp;Singkil";2.27485;97.80579
215;215;SPPG Aceh Tamiang Manyak Payed Tualang Baro 2;Jl. Banda Aceh-Medan Desa Tualang Baro Kecamatan Manyak Payed Kabupaten Aceh Tamiang Provinsi Aceh;21-07-2025;ACEH;Wilayah I;Muhammad Fadli, S.H.;Yayasan Assyifa Dara Madani;4.3996;98.07408
216;216;SPPG Aceh Barat Daya Kuala Batee Alue Padee;Jl. Meulaboh- Tapaktuan. Desa Alue Padee, Kec. Kuala Batee, Kab. Aceh Barat Daya. Aceh;21-07-2025;ACEH;Wilayah I;Rauzatul Jannah;Yayasan Arruhul Jadid Aceh;3.80038;96.77684
217;217;SPPG Pidie Jaya Meureudu Bunot;JL. Medan-Banda Aceh, Gampong Bunot, Kecamatan Meureudu, Kabupaten Pidie Jaya, Provinsi Aceh;21-07-2025;ACEH;Wilayah I;M. Reza Irvanda;Yayasan Berkah Pangan Bergizi;5.14932;96.20519
218;218;SPPG Kota Banda Aceh Banda Raya Lhong Cut;Jl. Tuanku Chik Dusun Ujong Pukat No. 19 , LHONG CUT, BANDA  RAYA, KOTA BANDA ACEH, ACEH;21-07-2025;ACEH;Wilayah I;Rizki Wahyudi;Yayasan Berkah Pangan Bergizi;5.52616;95.31781
219;219;SPPG Kota Banda Aceh Lueng Bata Lamdom;Jalan AMD Manunggal XLI No. 17, Kelurahan Lamdom, Kecamatan Lueng Bata, Kota Banda Aceh, Provinsi Aceh;21-08-2025;ACEH;Wilayah I;Putri Munifa;;5.53185;95.33377
220;220;SPPG Aceh Tenggara Badar Kuta Tinggi;Desa Kuta Tinggi, Kecamatan Badar, Kabupaten Aceh Tenggara, Provinsi Aceh;21-08-2025;ACEH;Wilayah I;Hairul Sukandi;;3.51447;97.80798
221;221;SPPG Aceh Tenggara Darul Hasanah Kute Rambe;Desa Kute Rambe, Kecamatan Darul Hasanah, Kabupaten Aceh Tenggara, Provinsi Aceh;21-08-2025;ACEH;Wilayah I;Sunardi;;3.54263;97.76881
222;222;SPPG Aceh Tenggara Ketambe Lawe Ger-ger;Desa Lawe Gekh Gekh, Kecamatan Ketambe, Kabupaten Aceh Tenggara, Provinsi Aceh;21-08-2025;ACEH;Wilayah I;Yandari;;3.59923;97.74042
224;224;SPPG Kota Banda Aceh Jaya Baru Bitai;Jl. Puskesmas Desa Bitai, Kec. Jaya Baru, Kota Banda Aceh, Aceh 23232, Bitai, Jaya Baru, Kota Banda Aceh, Aceh;21-09-2025;ACEH;Wilayah I;M. Ichwanul Akbar;;5.53256;95.30339
225;225;SPPG Simeulue Simeulue Timur Ameria Bahagia;Desa Amiria Bahagia Kecamatan Simeulue Timur, Kabupaten Simeulue, Aceh;21-09-2025;ACEH;Wilayah I;Riadi Sutrisna;;2.46591;96.3771
226;226;SPPG Aceh Besar Darul Imarah Daroy Kameu;Jl. Soekarno Hatta Lr. Utama No 2 Desa Daroy Kameu Kec Darul Imarah, Aceh Besar Provinsi Aceh, Daroy Kameu, Darul Imarah, Kab. Aceh Besar, Aceh;21-09-2025;ACEH;Wilayah I;Muhammad Fauzi Kurniadi;;5.51741;95.31684
227;227;SPPG Bireuen Juli Bukit Mulia;Jalan Bireuen Takengon, Kelurahan Juli Tgk Dilampoh, Kecamatan Juli, Kabupaten Bireuen, Aceh;22-08-2025;ACEH;Wilayah I;Haikal Rizki;;5.18647;96.70486
228;228;SPPG Kota Banda Aceh Syiah Kuala Lamgugob;Jalan Teuku Nyak Arief Lr. Tunggai 3 No. 5, Gampong Lamgugob, Kecamatan Syiah Kuala, Kota Banda Aceh, Aceh;22-08-2025;ACEH;Wilayah I;Muhd Reza Abdar;;5.57532;95.35132
229;229;SPPG Kota Banda Aceh Jaya Baru Lamjamee;Jalan Taman Krueng Neng, Gampong Lamjamee, Kecamatan Jaya Baru, Kota Banda Aceh, Aceh;22-08-2025;ACEH;Wilayah I;Mohd Rizky Fadillah;;5.54186;95.28566
230;230;SPPG Aceh Utara Muara Batu Reuleut Timu;Jalan Kampus UNIMAL, Dusun Mesjid, Desa Reuleut Timur, Kecamatan Muara Batu, Kabupaten Aceh Utara, Aceh;22-08-2025;ACEH;Wilayah I;Rifka Khairuna S.Pd;;5.2348;96.98758
231;231;SPPG Aceh Utara Meurah Mulia Gampong Teungoh;Jalan Putroe Beutong, Gampong Beuringen, Kecamatan Meurah Mulia, Kabupaten Aceh Utara, Aceh 24372;22-08-2025;ACEH;Wilayah I;Muhammad Rijal Muslim;;5.0573;97.11353
232;232;SPPG Kota Subulussalam Penanggalan Penanggalan;Lorong At-Taubah, Penanggalan, Kec. Penanggalan, Kota Subulussalam, Aceh;22-09-2025;ACEH;Wilayah I;Ihsan Karina Bancin;;2.63311;98.01718
233;233;SPPG Aceh Tamiang Rantau Durian;Jl. Kp. Durian Kecamatam Rantau Kabupaten Aceh Tamiang, Provinsi Aceh , Durian, Rantau, Kab. Aceh Tamiang, Aceh;22-09-2025;ACEH;Wilayah I;Muhammad Nouval Baihaqi;;4.33203;98.09278
234;234;SPPG Bireuen Kota Juang Bireuen Meunasah Capa;Jl. Utama Bireuen Meunasah Releuet, Kota Bireun, Kec. Kota Juang, Kabupaten Bireuen, Aceh 24251;22-09-2025;ACEH;Wilayah I;M. Al Fatah;;5.19605;96.70634
235;235;SPPG Aceh Selatan Kluet Utara Kotafajar;Aceh Selatan, Desa Kota Fajar, Kecamatan Kluet Utara, Kabupaten Aceh Selatan, Provinsi Aceh;22-09-2025;ACEH;Wilayah I;Rahmat Novyansyah;;3.08819;97.34028
236;236;SPPG Pidie Simpang Tiga Meunasah Lhee;Meunasah Lhee, Kecamatan Simpang Tiga, Kabupaten Pidie, Aceh;22-09-2025;ACEH;Wilayah I;Heri Tarmizi;;5.35535;95.99104
239;239;SPPG Aceh Selatan Kluet Utara Simpang Empat;Jalan T. Merah Adam Simpang Empat Nomor 146, Simpang Empat, Kecamatan Kluet Utara, Kabupaten Aceh Selatan, Provinsi Aceh;23-08-2025;ACEH;Wilayah I;T. Alzikri Mahalja;;3.08865;97.3379
241;241;SPPG Aceh Tenggara Lawe Sigala-Gala Mulie Dame;desa mulie dame, kecamatan lawe sigala-gala, kabupaten aceh tenggara, provinsi aceh;23-08-2025;ACEH;Wilayah I;Mhd. Nurdin Al-Ihsan;;3.34005;97.90643
242;242;SPPG Kota Lhokseumawe Banda Sakti Jawa Baroe;Jalan Darussalam Gang Satria Nomor 31, Desa Kampung Jawa Baru, Kecamatan Banda Sakti, Kota Lhokseumawe, Provinsi Aceh;23-08-2025;ACEH;Wilayah I;Muksal Mina;;5.18536;97.14607
243;243;SPPG Pidie Jaya Trienggadeng Sagoe;Jl. Lintas Banda Aceh Medan, Sagoe, Kec. Trienggadeng, Kab. Pidie Jaya, Aceh;23-09-2025;ACEH;Wilayah I;Muhammad Reza;;5.25494;96.18592
244;244;SPPG Pidie Indrajaya Tuha Suwiek;Jl. Jabal Ghafur No 04, Tuha Suwiek, Kec. Indrajaya, Kab. Pidie, Aceh;23-09-2025;ACEH;Wilayah I;Iqbal;;5.32624;95.92242
245;245;SPPG Aceh Besar Darul Imarah Lamcot;Jl. Dr. Mohammad Hasan Desa Lamcot Kec. Darul Imarah Kab. Aceh Besar 23352, Lamcot, Darul Imarah, Kab. Aceh Besar, Aceh;23-09-2025;ACEH;Wilayah I;Bagas Satria Priambudi;;5.51492;95.32996
246;246;SPPG Aceh Besar Ingin Jaya Ajee Cut;Gampong Ajee Cut , Ajee Cut, Kec. Ingin Jaya, Kab. Aceh Besar, Aceh;23-09-2025;ACEH;Wilayah I;Muhammad Ravi Alfiza;;5.50417;95.36151
247;247;SPPG Bireuen Jeumpa Blang Bladeh;Jalan Banda Aceh Medan Km 213, Blang Bladeh, Kec. Jeumpa, Kab. Bireuen, Aceh;23-09-2025;ACEH;Wilayah I;Safrizal;;5.20645;96.65922
248;248;SPPG Kota Langsa Langsa Kota Jawa 2;Jl. Panglima Polem Gampong Jawa Belakang I Kec. Langsa Kota, Kota Langsa, Aceh;23-09-2025;ACEH;Wilayah I;Aswin Yudha Pratama;;4.47052;97.96186
